-0.5548,-0.5812,-0.6096,-0.6192,-0.6588,-0.6816,-0.6816,-0.7232,-0.7632,-0.782,-0.8248,-0.8504,-0.9132,-0.9172,-0.9608,-1.024,-1.0472,-1.15,-1.1972,-1.2676,-1.4032,-1.51,-1.5528,-1.6692,-1.702,-1.7848,-1.8052,-1.806,-1.8528,-1.8644,-1.8812,-1.8964,-1.9336,-1.928,-1.9372,-1.9536,-1.9544,-1.97,-1.9716,-1.9784,-1.9884,-1.9744,-1.9832,-1.9884,-1.99,-1.9876,-1.994,-1.9968,-1.992,-1.9976,-1.9992,-1.9992,-1.996,-2.0,-1.9992,-1.9992,-1.9984,-2.0,-2.0,-1.9992,-2.0,-1.9992,-2.0,-2.0,-2.0,-1.9992,-1.9992,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
-0.5728,-0.5676,-0.6112,-0.608,-0.64,-0.6604,-0.706,-0.7156,-0.778,-0.7744,-0.8272,-0.844,-0.9108,-0.8936,-0.972,-1.0136,-1.0924,-1.152,-1.1876,-1.2408,-1.3516,-1.4876,-1.584,-1.6568,-1.7348,-1.7408,-1.7888,-1.8224,-1.8552,-1.8748,-1.9048,-1.8892,-1.8892,-1.9364,-1.9372,-1.9488,-1.9604,-1.962,-1.9812,-1.9764,-1.9768,-1.98,-1.9832,-1.992,-1.992,-1.9904,-1.9968,-1.9952,-1.9944,-1.9972,-1.9992,-2.0,-1.9984,-1.9976,-1.9976,-1.9992,-2.0,-1.9976,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
-0.5564,-0.5584,-0.5868,-0.6296,-0.6364,-0.6744,-0.6812,-0.7216,-0.758,-0.7708,-0.7932,-0.8448,-0.8596,-0.8952,-0.99,-1.016,-1.088,-1.1284,-1.172,-1.2448,-1.3604,-1.4392,-1.504,-1.5756,-1.6228,-1.6876,-1.7084,-1.76,-1.798,-1.8004,-1.8224,-1.8352,-1.8548,-1.8628,-1.8764,-1.8932,-1.9004,-1.91,-1.908,-1.9132,-1.9236,-1.9292,-1.9288,-1.9284,-1.9376,-1.9356,-1.9396,-1.9444,-1.9468,-1.9492,-1.9464,-1.9468,-1.9456,-1.948,-1.9536,-1.9488,-1.9536,-1.9524,-1.954,-1.9556,-1.956,-1.9564,-1.9532,-1.9572,-1.9564,-1.9568,-1.9568,-1.9568,-1.9568,-1.958,-1.9584,-1.9584,-1.9584,-1.9576,-1.9584,-1.9592,-1.9596,-1.9596,-1.958,-1.9592,-1.9592,-1.9596,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96
-0.5604,-0.5556,-0.5868,-0.6316,-0.6616,-0.6452,-0.6976,-0.7008,-0.7424,-0.7736,-0.8332,-0.8412,-0.9088,-0.9192,-0.9296,-0.9764,-1.0684,-1.1368,-1.1704,-1.22,-1.3672,-1.484,-1.652,-1.6764,-1.6964,-1.74,-1.8044,-1.8184,-1.8412,-1.872,-1.8928,-1.904,-1.9188,-1.9316,-1.9356,-1.95,-1.9472,-1.9732,-1.962,-1.978,-1.98,-1.9812,-1.9848,-1.9888,-1.9888,-1.9912,-1.996,-1.9968,-1.9948,-1.9976,-1.994,-1.9956,-1.9976,-1.9984,-2.0,-1.9992,-1.9992,-2.0,-1.9992,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
-0.5348,-0.5788,-0.582,-0.586,-0.6496,-0.678,-0.6664,-0.7292,-0.7116,-0.778,-0.8572,-0.8616,-0.8704,-0.9268,-0.9852,-1.0208,-1.0516,-1.1412,-1.1776,-1.2724,-1.334,-1.4156,-1.5468,-1.6464,-1.7168,-1.744,-1.7652,-1.83,-1.84,-1.8632,-1.892,-1.9068,-1.9068,-1.9388,-1.9404,-1.9552,-1.9564,-1.9532,-1.9692,-1.9776,-1.9824,-1.9784,-1.9776,-1.986,-1.9888,-1.9912,-1.9968,-1.9976,-1.9944,-1.9968,-1.9992,-1.9968,-1.9968,-1.9992,-1.9984,-1.9992,-2.0,-2.0,-2.0,-2.0,-1.9992,-2.0,-2.0,-1.9992,-2.0,-2.0,-2.0,-2.0,-1.9992,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
-0.5468,-0.6008,-0.5784,-0.652,-0.6828,-0.6256,-0.7088,-0.7188,-0.7608,-0.7664,-0.828,-0.8628,-0.8508,-0.9064,-0.9656,-0.9872,-1.0504,-1.14,-1.2008,-1.2852,-1.3808,-1.4532,-1.516,-1.6032,-1.7152,-1.8088,-1.81,-1.8156,-1.8264,-1.8704,-1.896,-1.91,-1.916,-1.9392,-1.9344,-1.9576,-1.9596,-1.972,-1.9588,-1.9768,-1.9856,-1.9824,-1.984,-1.9904,-1.9872,-1.9896,-1.9936,-1.9928,-1.9968,-1.9976,-1.9976,-1.996,-1.9992,-1.9992,-1.9984,-2.0,-1.9992,-2.0,-2.0,-1.9992,-2.0,-2.0,-2.0,-2.0,-2.0,-1.9992,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
-0.5648,-0.5856,-0.584,-0.6184,-0.6584,-0.674,-0.6648,-0.698,-0.7812,-0.7788,-0.7648,-0.808,-0.85,-0.9288,-0.966,-1.0024,-1.0416,-1.1076,-1.1596,-1.28,-1.3424,-1.4112,-1.5052,-1.5956,-1.6868,-1.724,-1.7844,-1.8188,-1.8392,-1.8696,-1.8692,-1.8912,-1.8988,-1.9304,-1.9384,-1.9476,-1.9612,-1.9652,-1.9744,-1.9812,-1.9844,-1.9776,-1.9832,-1.9896,-1.9896,-1.994,-1.9928,-1.9888,-1.9984,-1.9944,-1.9984,-1.9976,-1.9984,-2.0,-1.9992,-1.9984,-1.9992,-2.0,-2.0,-2.0,-2.0,-1.9992,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
-0.5512,-0.5592,-0.5956,-0.6348,-0.642,-0.672,-0.7248,-0.7024,-0.772,-0.7736,-0.8072,-0.8168,-0.8588,-0.9248,-0.9824,-1.0176,-1.068,-1.1484,-1.1756,-1.2276,-1.3276,-1.4916,-1.6544,-1.6752,-1.7228,-1.7564,-1.7876,-1.8188,-1.812,-1.8708,-1.8784,-1.9,-1.9364,-1.928,-1.9452,-1.9512,-1.952,-1.9716,-1.9692,-1.98,-1.9764,-1.9844,-1.9836,-1.9872,-1.9952,-1.996,-1.9948,-1.9944,-1.996,-1.9984,-1.9972,-1.9992,-2.0,-2.0,-2.0,-1.9992,-2.0,-2.0,-1.9992,-2.0,-1.9992,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
-0.5652,-0.5788,-0.6136,-0.6156,-0.618,-0.682,-0.7152,-0.7168,-0.7484,-0.798,-0.7936,-0.8716,-0.8664,-0.9088,-0.9528,-1.0316,-1.104,-1.102,-1.2108,-1.26,-1.3464,-1.4572,-1.534,-1.5752,-1.6344,-1.7032,-1.7904,-1.8376,-1.8372,-1.8824,-1.89,-1.9092,-1.9176,-1.9292,-1.94,-1.9584,-1.9572,-1.96,-1.9772,-1.9732,-1.9744,-1.9716,-1.9872,-1.9952,-1.9928,-1.9876,-1.9928,-1.9952,-1.9968,-1.9984,-1.996,-1.9984,-1.9984,-1.9976,-1.9992,-1.9984,-2.0,-1.9984,-1.9992,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
-0.5808,-0.5608,-0.6072,-0.632,-0.6264,-0.6988,-0.68,-0.7352,-0.7104,-0.7668,-0.8308,-0.8612,-0.9052,-0.918,-0.9884,-1.0352,-1.04,-1.1896,-1.2044,-1.3024,-1.4096,-1.5516,-1.582,-1.584,-1.716,-1.7528,-1.7816,-1.8356,-1.8588,-1.8612,-1.9064,-1.8836,-1.9288,-1.952,-1.9472,-1.948,-1.9644,-1.9636,-1.9836,-1.98,-1.9788,-1.9828,-1.9896,-1.994,-1.9916,-1.996,-1.99,-1.9936,-1.9976,-1.9984,-1.9976,-1.9976,-1.998,-1.9976,-1.9984,-2.0,-1.9992,-2.0,-1.9992,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.9992,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
