0.1,-0.11200000000000002,0.055999999999999994,-0.019999999999999997,-0.039999999999999994,-0.068,-0.11600000000000002,-0.03199999999999999,-0.06000000000000001,-0.1
0.1394950793962421,-0.09199999999999998,-0.031999999999999994,-0.12799999999999997,-0.12000000000000002,0.008000000000000004,-0.096,-0.016000000000000004,-0.096,-0.11200000000000002
0.19458877175763883,-0.156,-0.12000000000000002,-0.176,-0.19599999999999998,-0.136,-0.124,-0.136,-0.128,-0.176
0.27144176165949063,-0.184,-0.21200000000000002,-0.20400000000000001,-0.184,-0.192,-0.136,-0.20400000000000001,-0.15599999999999997,-0.15600000000000003
0.37864790094146467,-0.26399999999999996,-0.22800000000000004,-0.304,-0.27199999999999996,-0.264,-0.18,-0.26000000000000006,-0.188,-0.21600000000000003
0.5281951900505004,-0.32399999999999995,-0.27999999999999997,-0.33999999999999997,-0.32799999999999996,-0.3360000000000001,-0.168,-0.30399999999999994,-0.268,-0.29600000000000004
0.7368062997280773,-0.384,-0.4,-0.388,-0.39200000000000007,-0.39199999999999996,-0.276,-0.368,-0.344,-0.33999999999999997
1.027808532802195,-0.43999999999999995,-0.43199999999999994,-0.492,-0.45599999999999996,-0.4600000000000001,-0.36,-0.42400000000000004,-0.364,-0.372
1.4337423288737725,-0.5159999999999999,-0.5439999999999999,-0.5399999999999999,-0.5119999999999999,-0.524,-0.4,-0.44000000000000006,-0.44400000000000006,-0.392
2.0,-0.604,-0.6239999999999999,-0.62,-0.5599999999999999,-0.568,-0.44399999999999995,-0.476,-0.4640000000000001,-0.41999999999999993
